Date,Company,Title,Salary,Skills,Meta_Info,Link
2026-05-07T14:33:39+03:00,Not specified,Android Developer (Platform Team),Not specified,,Not specified,https://career.habr.com/vacancies/1000127243
2026-05-07T14:33:21+03:00,Not specified,Project Manager (ЦСТМ),Not specified,,Not specified,https://career.habr.com/vacancies/1000098092
2026-05-07T14:27:09+03:00,Not specified,SDET Java,Not specified,,Not specified,https://career.habr.com/vacancies/1000163567
2026-05-07T14:24:49+03:00,Not specified,Erlang/Elixir developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000149993
2026-05-07T14:21:20+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166392
2026-05-07T13:40:00+03:00,Not specified,Fullstack Software Engineer,от 3000 до 4000 $,,Not specified,https://career.habr.com/vacancies/1000166382
2026-05-07T13:33:13+03:00,Not specified,Инженер аппаратной балансировки F5,Not specified,,Not specified,https://career.habr.com/vacancies/1000165879
2026-05-07T12:47:56+03:00,Not specified,ML-инженер (Направление клиентского сервиса),Not specified,,Not specified,https://career.habr.com/vacancies/1000165789
2026-05-07T12:47:46+03:00,Not specified,Специалист по межсетевым экранам,Not specified,,Not specified,https://career.habr.com/vacancies/1000164701
2026-05-07T12:38:00+03:00,Not specified,ИТ Лид команды разработки (java),Not specified,,Not specified,https://career.habr.com/vacancies/1000161071
2026-05-07T11:56:13+03:00,Not specified,Python-разработчик в ML,Not specified,,Not specified,https://career.habr.com/vacancies/1000165851
2026-05-07T11:52:35+03:00,Not specified,DevOps-инженер,от 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165765
2026-05-07T11:49:46+03:00,Not specified,QA инженер (Linux),Not specified,,Not specified,https://career.habr.com/vacancies/1000153848
2026-05-07T11:49:09+03:00,Not specified,Технический руководитель/Technical Lead(государственная информационная система),до 400 000 ₽,,Not specified,https://career.habr.com/vacancies/1000161326
2026-05-07T11:39:48+03:00,Not specified,Технический архитектор 1с,от 400 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166064
2026-05-07T11:34:57+03:00,Not specified,Руководитель проектов ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000161325
2026-05-07T11:27:06+03:00,Not specified,Data Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000164179
2026-05-07T11:26:34+03:00,Not specified,Менеджер по продажам услуги ИТ-аутстаф (поиск+развитие клиентов),от 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166389
2026-05-07T11:19:48+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166388
2026-05-07T11:08:09+03:00,Not specified,Архитектор по облачным решениям цифровых сервисов,Not specified,,Not specified,https://career.habr.com/vacancies/1000166329
2026-05-07T10:58:32+03:00,Not specified,Senior Python Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166009
2026-05-07T10:46:36+03:00,Not specified,DevOps-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000163521
2026-05-07T10:43:26+03:00,Not specified,"Fullstack-разработчик (Go, Java, React)",Not specified,,Not specified,https://career.habr.com/vacancies/1000166326
2026-05-07T10:27:20+03:00,Not specified,Сценарист чат-бота,Not specified,,Not specified,https://career.habr.com/vacancies/1000166325
2026-05-07T10:27:02+03:00,Not specified,Сетевой инженер Huawei,Not specified,,Not specified,https://career.habr.com/vacancies/1000164871
2026-05-07T10:27:01+03:00,Not specified,Аналитик SOC (направление сетевой безопасности),Not specified,,Not specified,https://career.habr.com/vacancies/1000164870
2026-05-07T10:12:55+03:00,Not specified,Technical Training Developer (SIEM/XDR),Not specified,,Not specified,https://career.habr.com/vacancies/1000165597
2026-05-07T09:36:51+03:00,Not specified,Программист C++ (Qt),от 140 000 до 200 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165990
2026-05-07T09:30:36+03:00,Not specified,Консультант SAP HR,Not specified,,Not specified,https://career.habr.com/vacancies/1000165636
2026-05-07T09:27:03+03:00,Not specified,Fullstack-разработчик (REACT+JAVA),Not specified,,Not specified,https://career.habr.com/vacancies/1000164868
2026-05-07T08:59:16+03:00,Not specified,Консультант SAP FI,Not specified,,Not specified,https://career.habr.com/vacancies/1000165635
2026-05-07T08:53:03+03:00,Not specified,Data Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000165982
2026-05-07T05:07:51+03:00,Not specified,"Scrum-мастер (только офис, Владивосток)",Not specified,,Not specified,https://career.habr.com/vacancies/1000165668
2026-05-07T00:29:33+03:00,Not specified,Unity-разработчик (WebGL),Not specified,,Not specified,https://career.habr.com/vacancies/1000166387
2026-05-06T21:27:04+03:00,Not specified,Software Architect,Not specified,,Not specified,https://career.habr.com/vacancies/1000166386
2026-05-06T18:46:38+03:00,Not specified,Разработчик NET/C# с опытом OpenText xECM,Not specified,,Not specified,https://career.habr.com/vacancies/1000166321
2026-05-06T18:31:11+03:00,Not specified,Frontend-разработчик (React),Not specified,,Not specified,https://career.habr.com/vacancies/1000158010
2026-05-06T18:28:11+03:00,Not specified,Scala Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000164770
2026-05-06T18:26:33+03:00,Not specified,Аналитик 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000162686
2026-05-06T18:25:55+03:00,Not specified,Product Manager,Not specified,,Not specified,https://career.habr.com/vacancies/1000163309
2026-05-06T18:24:23+03:00,Not specified,Старший разработчик Golang,Not specified,,Not specified,https://career.habr.com/vacancies/1000161584
2026-05-06T18:23:01+03:00,Not specified,Scala Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000164694
2026-05-06T18:14:56+03:00,Not specified,Аналитик данных,Not specified,,Not specified,https://career.habr.com/vacancies/1000135389
2026-05-06T18:14:56+03:00,Not specified,Project Manager (BigData),Not specified,,Not specified,https://career.habr.com/vacancies/1000164611
2026-05-06T18:05:21+03:00,Not specified,Java Team Lead / Lead Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000165525
2026-05-06T18:02:45+03:00,Not specified,Android Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166385
2026-05-06T18:00:37+03:00,Not specified,Golang-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166384
2026-05-06T17:46:31+03:00,Not specified,Ведущий инженер L3,Not specified,,Not specified,https://career.habr.com/vacancies/1000161037
2026-05-06T17:27:10+03:00,Not specified,Тимлид сетевого отдела,Not specified,,Not specified,https://career.habr.com/vacancies/1000159161
2026-05-06T17:27:01+03:00,Not specified,SRE Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166007
2026-05-06T17:19:42+03:00,Not specified,Менеджер по развитию бизнеса,Not specified,,Not specified,https://career.habr.com/vacancies/1000134952
2026-05-06T17:07:47+03:00,Not specified,DevOps Engineer/DevOps-инженер,от 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166319
2026-05-06T17:00:43+03:00,Not specified,Продуктовый дизайнер,Not specified,,Not specified,https://career.habr.com/vacancies/1000166383
2026-05-06T16:59:52+03:00,Not specified,Прикладной администратор,Not specified,,Not specified,https://career.habr.com/vacancies/1000166318
2026-05-06T16:32:59+03:00,Not specified,Technical Lead (CTO),от 500 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166316
2026-05-06T16:32:59+03:00,Not specified,Senior Android-разработчик,от 350 000 ₽,,Not specified,https://career.habr.com/vacancies/1000163154
2026-05-06T16:32:59+03:00,Not specified,Senior IOS-разработчик,от 350 000 ₽,,Not specified,https://career.habr.com/vacancies/1000163153
2026-05-06T16:27:05+03:00,Not specified,Системный архитектор (системная интеграция),Not specified,,Not specified,https://career.habr.com/vacancies/1000163246
2026-05-06T15:51:42+03:00,Not specified,Архитектор по ИБ (системная интеграция),Not specified,,Not specified,https://career.habr.com/vacancies/1000163244
2026-05-06T15:50:16+03:00,Not specified,Контент-менеджер (государственные информационные системы),Not specified,,Not specified,https://career.habr.com/vacancies/1000166315
2026-05-06T15:38:20+03:00,Not specified,Руководитель команды разработки в ОК,Not specified,,Not specified,https://career.habr.com/vacancies/1000166381
2026-05-06T15:33:03+03:00,Not specified,Ведущий инженер-проектировщик АСДУ,Not specified,,Not specified,https://career.habr.com/vacancies/1000163240
2026-05-06T15:30:49+03:00,Not specified,Директор по развитию бизнеса,Not specified,,Not specified,https://career.habr.com/vacancies/1000163238
2026-05-06T15:27:04+03:00,Not specified,Разработчик 1С ERP (ГПХ),Not specified,,Not specified,https://career.habr.com/vacancies/1000165859
2026-05-06T15:27:02+03:00,Not specified,Старший LLM-разработчик в сервис Нейроюрист,Not specified,,Not specified,https://career.habr.com/vacancies/1000164856
2026-05-06T15:21:56+03:00,Not specified,Системный инженер C/С++ в команду Storage Core SPDK [MWS Cloud Platform],Not specified,,Not specified,https://career.habr.com/vacancies/1000166223
2026-05-06T14:42:06+03:00,Not specified,Founding Full-Stack Engineer (React / React Native / Node.js),Not specified,,Not specified,https://career.habr.com/vacancies/1000166380
2026-05-06T14:40:27+03:00,Not specified,DSP/Embedded Software Engineer (R&D) в Умные устройства,Not specified,,Not specified,https://career.habr.com/vacancies/1000166162
2026-05-06T14:39:17+03:00,Not specified,Dev Team Lead/ Tech Lead/ Технический директор,от 500 000 до 1 000 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166314
2026-05-06T14:27:02+03:00,Not specified,Продуктовый аналитик в Путешествия,Not specified,,Not specified,https://career.habr.com/vacancies/1000166002
2026-05-06T14:24:28+03:00,Not specified,QA Engineer (Next.js + NestJS),от 200 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166161
2026-05-06T14:15:13+03:00,Not specified,Консультант SAP EWM,Not specified,,Not specified,https://career.habr.com/vacancies/1000166312
2026-05-06T14:04:52+03:00,Not specified,Разработчик рантайма в Алису,Not specified,,Not specified,https://career.habr.com/vacancies/1000166156
2026-05-06T13:24:55+03:00,Not specified,QA Automation / SDET [TypeScript],Not specified,,Not specified,https://career.habr.com/vacancies/1000166379
2026-05-06T13:13:17+03:00,Not specified,ИТ-лид (Team lead продуктовой команды с опытом SA),Not specified,,Not specified,https://career.habr.com/vacancies/1000166160
2026-05-06T12:57:42+03:00,Not specified,SQL-разработчик базы данных (офисный формат работы),Not specified,,Not specified,https://career.habr.com/vacancies/1000166376
2026-05-06T12:27:08+03:00,Not specified,DevSecOps инженер (DevOps),Not specified,,Not specified,https://career.habr.com/vacancies/1000163215
2026-05-06T12:27:04+03:00,Not specified,Сетевой инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000164847
2026-05-06T11:44:27+03:00,Not specified,Tech Lead C#,Not specified,,Not specified,https://career.habr.com/vacancies/1000166377
2026-05-06T11:38:06+03:00,Not specified,Архитектор BPMSoft,Not specified,,Not specified,https://career.habr.com/vacancies/1000164586
2026-05-06T11:31:11+03:00,Not specified,Scala разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000164665
2026-05-06T11:30:22+03:00,Not specified,Data Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000164666
2026-05-06T11:27:02+03:00,Not specified,Инженер по глубокому обучению в команду нейросетевого планировщика траектории,Not specified,,Not specified,https://career.habr.com/vacancies/1000164844
2026-05-06T11:27:02+03:00,Not specified,Администратор Hadoop,Not specified,,Not specified,https://career.habr.com/vacancies/1000164829
2026-05-06T11:07:06+03:00,Not specified,"Team Lead Go (Golang, продукты для управления инфраструктурой и PKI (TLS/ГОСТ)",от 450 000 до 600 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166288
2026-05-06T10:46:34+03:00,Not specified,Маркетолог / Performance Marketing Manager,от 1000 до 1500 $,,Not specified,https://career.habr.com/vacancies/1000166212
2026-05-06T10:38:15+03:00,Not specified,Архитектор (Data/AI),Not specified,,Not specified,https://career.habr.com/vacancies/1000161696
2026-05-06T10:27:59+03:00,Not specified,Руководитель отдела архитектуры и анализа,Not specified,,Not specified,https://career.habr.com/vacancies/1000166375
2026-05-06T10:25:35+03:00,Not specified,Тимлид команды автоматизированного тестирования (JS Playwright),Not specified,,Not specified,https://career.habr.com/vacancies/1000166373
2026-05-06T10:22:12+03:00,Not specified,Специалист по учету материальных ИТ-активов,Not specified,,Not specified,https://career.habr.com/vacancies/1000166302
2026-05-06T10:22:10+03:00,Not specified,Руководитель отдела аналитики,Not specified,,Not specified,https://career.habr.com/vacancies/1000166177
2026-05-06T10:14:01+03:00,Not specified,Аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000165853
2026-05-06T10:01:25+03:00,Not specified,Помощник сетевого администратора,100 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166348
2026-05-06T10:01:25+03:00,Not specified,Программист 1С,от 140 000 до 174 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166332
2026-05-06T09:57:55+03:00,Not specified,Администратор БД/Разработчик SQL,Not specified,,Not specified,https://career.habr.com/vacancies/1000166372
2026-05-06T09:43:34+03:00,Not specified,Продуктовый аналитик  (геймдев),от 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166362
2026-05-06T09:30:49+03:00,Not specified,SRE-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000166155
2026-05-06T09:02:42+03:00,Not specified,SRE-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165754
2026-05-06T08:27:21+03:00,Not specified,Инженер поддержки MES систем,Not specified,,Not specified,https://career.habr.com/vacancies/1000166370
2026-05-06T08:27:03+03:00,Not specified,Application Security инженер/DevSecOps,Not specified,,Not specified,https://career.habr.com/vacancies/1000159767
2026-05-06T08:25:39+03:00,Not specified,Старший инженер поддержки MES систем,Not specified,,Not specified,https://career.habr.com/vacancies/1000166369
2026-05-05T21:43:04+03:00,Not specified,PHP и Node.js разработчик,от 1000 до 2500 $,,Not specified,https://career.habr.com/vacancies/1000166301
2026-05-05T20:23:21+03:00,Not specified,Golang Developer,от 200 000 до 300 000 ₽,,Not specified,https://career.habr.com/vacancies/1000163532
2026-05-05T19:27:03+03:00,Not specified,IOS-разработчик в Маркетплейс,Not specified,,Not specified,https://career.habr.com/vacancies/1000156497
2026-05-05T19:27:03+03:00,Not specified,Android-разработчик в Маркетплейс,Not specified,,Not specified,https://career.habr.com/vacancies/1000156496
2026-05-05T19:14:04+03:00,Not specified,Data Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166367
2026-05-05T19:08:23+03:00,Not specified,Ведущий Java-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166366
2026-05-05T18:53:11+03:00,Not specified,Linux System Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166365
2026-05-05T18:48:00+03:00,Not specified,Технический писатель (ИТ-инфраструктура),Not specified,,Not specified,https://career.habr.com/vacancies/1000166364
2026-05-05T18:34:39+03:00,Not specified,Системный архитектор,до 360 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166299
2026-05-05T18:27:02+03:00,Not specified,Product Analyst,Not specified,,Not specified,https://career.habr.com/vacancies/1000164839
2026-05-05T18:27:01+03:00,Not specified,MLOps Engineer [Trust and Safety],Not specified,,Not specified,https://career.habr.com/vacancies/1000162432
2026-05-05T18:13:49+03:00,Not specified,Специалист информационных технологий,Not specified,,Not specified,https://career.habr.com/vacancies/1000166298
2026-05-05T17:54:09+03:00,Not specified,Эксперт по качеству проектирования и сертификации банковских процессов,Not specified,,Not specified,https://career.habr.com/vacancies/1000165301
2026-05-05T17:50:47+03:00,Not specified,Младший инженер ЦОД,Not specified,,Not specified,https://career.habr.com/vacancies/1000165298
2026-05-05T17:28:39+03:00,Not specified,Инженер техподдержки L2,Not specified,,Not specified,https://career.habr.com/vacancies/1000163189
2026-05-05T17:28:39+03:00,Not specified,SRE-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000163192
2026-05-05T17:28:39+03:00,Not specified,Менеджер клиентских инцидентов,Not specified,,Not specified,https://career.habr.com/vacancies/1000163195
2026-05-05T17:28:39+03:00,Not specified,Технический лидер SRE,Not specified,,Not specified,https://career.habr.com/vacancies/1000163188
2026-05-05T17:28:39+03:00,Not specified,Дежурный сетевой инженер (L2),Not specified,,Not specified,https://career.habr.com/vacancies/1000163191
2026-05-05T17:28:39+03:00,Not specified,Руководитель направления SRE,Not specified,,Not specified,https://career.habr.com/vacancies/1000163190
2026-05-05T17:28:39+03:00,Not specified,Ведущий SRE-инженер (Москва),Not specified,,Not specified,https://career.habr.com/vacancies/1000163194
2026-05-05T17:28:39+03:00,Not specified,Старший Data Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000163193
2026-05-05T17:27:18+03:00,Not specified,Cистемный аналитик / System analyst (инвестиционный бизнес),Not specified,,Not specified,https://career.habr.com/vacancies/1000164660
2026-05-05T17:27:12+03:00,Not specified,Начальник управления эксплуатации и развития средств защиты информации,Not specified,,Not specified,https://career.habr.com/vacancies/1000163185
2026-05-05T17:27:12+03:00,Not specified,Руководитель дежурных сетевых инженеров,Not specified,,Not specified,https://career.habr.com/vacancies/1000163183
2026-05-05T17:27:12+03:00,Not specified,Архитектор по кибербезопасности,Not specified,,Not specified,https://career.habr.com/vacancies/1000163182
2026-05-05T16:59:05+03:00,Not specified,"Инженер технической поддержки (2 линия, удаленно)",Not specified,,Not specified,https://career.habr.com/vacancies/1000163944
2026-05-05T16:50:01+03:00,Not specified,Разработчик Oracle,Not specified,,Not specified,https://career.habr.com/vacancies/1000113326
2026-05-05T16:49:22+03:00,Not specified,SDET QA инженер (Java auto),Not specified,,Not specified,https://career.habr.com/vacancies/1000136036
2026-05-05T16:44:10+03:00,Not specified,Коммуникационный арт директор (оффлайн направление),Not specified,,Not specified,https://career.habr.com/vacancies/1000165297
2026-05-05T16:39:16+03:00,Not specified,Data Steward/Менеджер по данным,Not specified,,Not specified,https://career.habr.com/vacancies/1000160859
2026-05-05T16:38:23+03:00,Not specified,Менеджер интернет проектов,Not specified,,Not specified,https://career.habr.com/vacancies/1000165296
2026-05-05T16:36:21+03:00,Not specified,Разработчик на Go в команду разработки LLM-проектов для B2B,Not specified,,Not specified,https://career.habr.com/vacancies/1000161457
2026-05-05T16:27:02+03:00,Not specified,Эксперт отдела настройки правил Антифрод,Not specified,,Not specified,https://career.habr.com/vacancies/1000164834
2026-05-05T16:14:42+03:00,Not specified,Golang-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166203
2026-05-05T15:45:54+03:00,Not specified,Системный инженер (SIEM),Not specified,,Not specified,https://career.habr.com/vacancies/1000165292
2026-05-05T15:41:16+03:00,Not specified,MLOps-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000166296
2026-05-05T15:38:29+03:00,Not specified,Администратор СРК и СХД,Not specified,,Not specified,https://career.habr.com/vacancies/1000162307
2026-05-05T15:27:08+03:00,Not specified,Архитектор по информационной безопасности,Not specified,,Not specified,https://career.habr.com/vacancies/1000165025
2026-05-05T15:20:17+03:00,Not specified,Аналитик 1С (ЗУП),Not specified,,Not specified,https://career.habr.com/vacancies/1000166199
2026-05-05T15:17:01+03:00,Not specified,Аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166293
2026-05-05T15:17:01+03:00,Not specified,Android-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166197
2026-05-05T15:00:16+03:00,Not specified,"Разработчик С# (User Interface, WPF)",от 120 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165895
2026-05-05T14:59:05+03:00,Not specified,Системный архитектор,Not specified,,Not specified,https://career.habr.com/vacancies/1000165024
2026-05-05T14:28:20+03:00,Not specified,Ведущий аналитик ERP.УХ на блок Казначейство,Not specified,,Not specified,https://career.habr.com/vacancies/1000166360
2026-05-05T14:27:02+03:00,Not specified,Ведущий разработчик / техлид WebRTC,Not specified,,Not specified,https://career.habr.com/vacancies/1000165424
2026-05-05T14:27:01+03:00,Not specified,Старший разработчик на С++ в Яндекс Браузер,Not specified,,Not specified,https://career.habr.com/vacancies/1000161455
2026-05-05T13:15:55+03:00,Not specified,"Старший инженер по автоматизации тестирования (Python, финтех)/ Senior AQA",Not specified,,Not specified,https://career.habr.com/vacancies/1000166290
2026-05-05T12:29:15+03:00,Not specified,Архитектор,Not specified,,Not specified,https://career.habr.com/vacancies/1000164330
2026-05-05T12:27:57+03:00,Not specified,Старший ML-разработчик агентов для Алисы,Not specified,,Not specified,https://career.habr.com/vacancies/1000164325
2026-05-05T12:27:55+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000077869
2026-05-05T12:27:55+03:00,Not specified,"Fullstack-разработчик (PHP, vue.js)",Not specified,,Not specified,https://career.habr.com/vacancies/1000136672
2026-05-05T12:27:03+03:00,Not specified,Руководитель Service Desk,Not specified,,Not specified,https://career.habr.com/vacancies/1000165419
2026-05-05T12:09:42+03:00,Not specified,Менеджер по компенсациям и льготам,Not specified,,Not specified,https://career.habr.com/vacancies/1000166359
2026-05-05T11:29:28+03:00,Not specified,Сетевой инженер,от 175 000 до 200 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165619
2026-05-05T11:27:16+03:00,Not specified,Руководитель проекта по дистрибуции ИТ-продуктов (ИБ),Not specified,,Not specified,https://career.habr.com/vacancies/1000166358
2026-05-05T11:27:02+03:00,Not specified,Системный инженер Microsoft,Not specified,,Not specified,https://career.habr.com/vacancies/1000165418
2026-05-05T10:34:05+03:00,Not specified,Методолог (Исполнение бюджета),Not specified,,Not specified,https://career.habr.com/vacancies/1000163167
2026-05-05T10:27:02+03:00,Not specified,DevSecOps инженер (SOC),Not specified,,Not specified,https://career.habr.com/vacancies/1000164826
2026-05-05T10:11:47+03:00,Not specified,Product Designer (В2С),Not specified,,Not specified,https://career.habr.com/vacancies/1000166139
2026-05-05T09:59:28+03:00,Not specified,Java Developer,от 75 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165612
2026-05-05T09:14:33+03:00,Not specified,Руководитель ИТ-инфраструктуры,Not specified,,Not specified,https://career.habr.com/vacancies/1000166127
2026-05-05T09:09:34+03:00,Not specified,Программист 1С middle+,от 130 000 до 260 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166349
2026-05-05T08:41:21+03:00,Not specified,ML-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000166282
2026-05-05T08:21:56+03:00,Not specified,DevOps инженер [Kubernetes],Not specified,,Not specified,https://career.habr.com/vacancies/1000143458
2026-05-05T07:59:45+03:00,Not specified,Руководитель команды маркетинга,Not specified,,Not specified,https://career.habr.com/vacancies/1000166354
